key,table,entry_id,field,index,english,korean
     summon a loyal [color=#bf9f40]Tugar[/color]

On [color=#78bca4]prayer[/color]:

     the [color=#bf9f40]Tugar[/color] gains [color=#ff8030]+50 Hit[/color] and [color=#50ff50]heals[/color] 100

[color=#a0a0a0]The Tugar is a tough wooly ox that retaliates with crushing hooves[/color]","[color=#ffff50]등장[/color] 시:

     충성스러운 [color=#bf9f40]투가르[/color] 소환

[color=#78bca4]기도[/color] 시:

     [color=#bf9f40]투가르[/color]의 [color=#ff8030]명중 +50[/color], [color=#50ff50]회복[/color] 100

[color=#a0a0a0]투가르는 발굽으로 반격하는 강인한 털북숭이 소[/color]"
Table_TraitsGeneric|Cyclops|Name|,Table_TraitsGeneric,Cyclops,Name,,[color=#ff9f40]Cyclopean Might[/color],[color=#ff9f40]외눈거인의 힘[/color]
Table_TraitsGeneric|Cyclops|Description|,Table_TraitsGeneric,Cyclops,Description,,"On [color=#ff8030]attack[/color]:

     deal [color=#af8f50]Blunt[/color] damage to adjacent units

[color=#a0a0a0]Damage = 50% of your current Life[/color]","[color=#ff8030]공격[/color] 시:

     인접 유닛에게 [color=#af8f50]타격[/color] 피해

[color=#a0a0a0]피해 = 현재 체력의 50%[/color]"
Table_TraitsGeneric|Cyclops|Description_Unit|,Table_TraitsGeneric,Cyclops,Description_Unit,,"On [color=#ffff50]entrance[/color]:

     summon a loyal [color=#bf9f40]Tugar[/color]

On [color=#78bca4]prayer[/color]:

     the [color=#bf9f40]Tugar[/color] gains [color=#ff8030]+50 Hit[/color] and [color=#50ff50]heals[/color] 100

[color=#a0a0a0]The Tugar is a tough wooly ox that retaliates with crushing hooves[/color]","[color=#ffff50]등장[/color] 시:

     충성스러운 [color=#bf9f40]투가르[/color] 소환

[color=#78bca4]기도[/color] 시:

     [color=#bf9f40]투가르[/color]의 [color=#ff8030]명중 +50[/color], [color=#50ff50]회복[/color] 100

[color=#a0a0a0]투가르는 발굽으로 반격하는 강인한 털북숭이 소[/color]"
Table_TraitsGeneric|Qamar|Name|,Table_TraitsGeneric,Qamar,Name,,[color=#a050af]Ari-junta[/color],[color=#a050af]아리-준타[/color]
Table_TraitsGeneric|Qamar|Description|,Table_TraitsGeneric,Qamar,Description,,"On [color=#a030b0]teleport[/color], per [color=#ffff50]empty armor slot[/color]:

     deal 100 [color=#8030af]Astral[/color] damage in a path to 1 enemy in a 3 tile range

On [color=#ffff50]stand still[/color], [color=#ff5050]if[/color] enemies live:

     [color=#a030b0]teleport[/color] to a random tile
     apply 5 [color=#a030b0]Stasis[/color] to yourself

On [color=#ffff50]game turn[/color]:

     [color=#ff5050]remove[/color] [color=#8030af]Stasis[/color] from yourself","[color=#a030b0]순간이동[/color] 시, [color=#ffff50]빈 방어구 슬롯[/color]당:

     3칸 내 적 1체에게 경로 방향으로 100 [color=#8030af]성간[/color] 피해

[color=#ffff50]제자리 유지[/color] 시, [color=#ff5050]적 생존 시[/color]:

     무작위 칸으로 [color=#a030b0]순간이동[/color]
     자신에게 [color=#a030b0]정체[/color] 5중첩 부여

[color=#ffff50]게임 턴[/color]마다:

     자신의 [color=#8030af]정체[/color] [color=#ff5050]해제[/color]"
Table_TraitsGeneric|Qamar|Description_Unit|,Table_TraitsGeneric,Qamar,Description_Unit,,"[color=#ff5050]-3 stacks[/color] of any [color=#a030b0]Stasis[/color] applied to you [color=#a0a0a0]Minimum 1[/color]

On [color=#a030b0]teleport[/color], per [color=#a0a0a0]empty armor slot[/color]:

     deal 100 [color=#8030af]Astral[/color] damage in a path to one enemy in a 3 tile range

On [color=#a0a0a0]stand still[/color]:

     [color=#a030b0]teleport[/color] to a random tile
     apply 5 [color=#a030b0]Stasis[/color] to yourself","[color=#ff5050]-3중첩[/color] (자신에게 적용된 [color=#a030b0]정체[/color], 최소 1)

[color=#a030b0]순간이동[/color] 시, [color=#a0a0a0]빈 방어구 슬롯[/color]당:

     3칸 내 적 1체에게 경로 방향으로 100 [color=#8030af]성간[/color] 피해

[color=#a0a0a0]제자리 유지[/color] 시:

     무작위 칸으로 [color=#a030b0]순간이동[/color]
     자신에게 [color=#a030b0]정체[/color] 5중첩 부여"
Table_TraitsGeneric|Tugar|Name|,Table_TraitsGeneric,Tugar,Name,,[color=#bf9f40]Inspired Tugar[/color],[color=#bf9f40]고무된 투가르[/color]
Table_TraitsGeneric|Tugar|Description|,Table_TraitsGeneric,Tugar,Description,,"On player [color=#78bca4]prayer[/color]:

     [color=#ff8030]+25% Hit[/color]
     [color=#50ff50]heal[/color] 25% of max Life","플레이어 [color=#78bca4]기도[/color] 시:

     [color=#ff8030]명중 +25%[/color]
     최대 체력의 25% [color=#50ff50]회복[/color]"
Table_TraitsGeneric|Tugar|Description_Unit|,Table_TraitsGeneric,Tugar,Description_Unit,,"On player [color=#78bca4]prayer[/color]:

     [color=#ff8030]+25% Hit[/color]
     [color=#50ff50]heal[/color] 25% of max Life","플레이어 [color=#78bca4]기도[/color] 시:

     [color=#ff8030]명중 +25%[/color]
     최대 체력의 25% [color=#50ff50]회복[/color]"
Table_TraitsGeneric|SummonDancingFlesh|Name|,Table_TraitsGeneric,SummonDancingFlesh,Name,,[color=#a0a000]Summon Dancing Flesh[/color],[color=#a0a000]춤추는 살덩이 소환[/color]
Table_TraitsGeneric|SummonDancingFlesh|Description|,Table_TraitsGeneric,SummonDancingFlesh,Description,,"On [color=#ffff50]hit[/color]:

     summon a [color=#a0a000]Dancing Flesh[/color]

[color=#a0a0a0]Dancing Flesh are cursed sheets of detached skin[/color]","[color=#ffff50]명중[/color] 시:

     [color=#a0a000]춤추는 살덩이[/color] 소환

[color=#a0a0a0]춤추는 살덩이는 저주받은 피부 조각[/color]"
Table_TraitsGeneric|SummonDancingFlesh|Description_Unit|,Table_TraitsGeneric,SummonDancingFlesh,Description_Unit,,"On [color=#ff8030]hit[/color]:

     summon a [color=#a0a000]Dancing Flesh[/color]

[color=#a0a0a0]Dancing Flesh are cursed sheets of detached skin[/color]","[color=#ff8030]명중[/color] 시:

     [color=#a0a000]춤추는 살덩이[/color] 소환

[color=#a0a0a0]춤추는 살덩이는 저주받은 피부 조각[/color]"
Table_TraitsGeneric|Sunder|Name|,Table_TraitsGeneric,Sunder,Name,,[color=#af8f50]Sunder[/color],[color=#af8f50]갈라치기[/color]
Table_TraitsGeneric|Sunder|Description|,Table_TraitsGeneric,Sunder,Description,,"On [color=#ffff50]dealing[/color] [color=#af8f50]Physical[/color] damage:

     increase the damage by 20% of your [color=#5050ff]Armor[/color]

[color=#a0a0a0]""Physical"" damage is Slash, Blunt and Pierce[/color]

On [color=#ffff50]a unit stepping adjacent to you[/color]:

     perform an [color=#ff8030]extra attack[/color] against the unit

[color=#a0a0a0]Extra attacks use your Main-hand weapon and do not count as an ""initial attack""[/color]","[color=#af8f50]물리[/color] 피해 [color=#ffff50]적중[/color] 시:

     방어력의 20%만큼 피해 증가

[color=#a0a0a0]""물리"" 피해: 참격·타격·관통[/color]

[color=#ffff50]유닛이 인접 이동[/color] 시:

     해당 유닛에게 [color=#ff8030]추가 공격[/color]

[color=#a0a0a0]추가 공격은 주무기 사용, ""최초 공격"" 불포함[/color]"
Table_TraitsGeneric|Sunder|Description_Unit|,Table_TraitsGeneric,Sunder,Description_Unit,,"On [color=#ffff50]dealing[/color] [color=#af8f50]Physical[/color] damage:

     increase the damage by 10% of your [color=#5050ff]Armor[/color]

[color=#a0a0a0]""Physical"" damage is Slash, Blunt and Pierce[/color]","[color=#af8f50]물리[/color] 피해 [color=#ffff50]적중[/color] 시:

     방어력의 10%만큼 피해 증가

[color=#a0a0a0]""물리"" 피해: 참격·타격·관통[/color]"
Table_TraitsGeneric|SuVarpa|Name|,Table_TraitsGeneric,SuVarpa,Name,,[color=#8030af]Cosmic Flourish[/color],[color=#8030af]우주의 현란[/color]
Table_TraitsGeneric|SuVarpa|Description|,Table_TraitsGeneric,SuVarpa,Description,,"On [color=#ff8030]adjacent attack[/color], per [color=#ffff50]empty armor slot[/color]: 

     deal [color=#8030af]Astral[/color] damage in a path to 1 enemy at any range

[color=#a0a0a0]Damage = 15 * your Strength[/color]","[color=#ff8030]인접 공격[/color] 시, [color=#ffff50]빈 방어구 슬롯[/color]당:

     어느 거리의 적 1체에게 경로 방향으로 [color=#8030af]성간[/color] 피해

[color=#a0a0a0]피해 = 힘 * 15[/color]"
Table_TraitsGeneric|SuVarpa|Description_Unit|,Table_TraitsGeneric,SuVarpa,Description_Unit,,"On [color=#ffff50]adjacent attack[/color]: 

     deal 50 [color=#8030af]Astral[/color] damage in a path to one enemy","[color=#ffff50]인접 공격[/color] 시:

     적 1체에게 경로 방향으로 50 [color=#8030af]성간[/color] 피해"
Table_TraitsGeneric|TaaronKa|Name|,Table_TraitsGeneric,TaaronKa,Name,,[color=#8030af]Piercing Nova[/color],[color=#8030af]관통 노바[/color]
Table_TraitsGeneric|TaaronKa|Description|,Table_TraitsGeneric,TaaronKa,Description,,"On [color=#ffff50]dealing[/color] [color=#af8f50]Pierce[/color] damage:

     deal 30 [color=#8030af]Astral[/color] damage to all units in a 2 tile range","[color=#af8f50]관통[/color] 피해 [color=#ffff50]적중[/color] 시:

     2칸 내 모든 유닛에게 30 [color=#8030af]성간[/color] 피해"
Table_TraitsGeneric|TaaronKa|Description_Unit|,Table_TraitsGeneric,TaaronKa,Description_Unit,,"On [color=#ffff50]dealing[/color] [color=#af8f50]Pierce[/color] damage:

     deal 30 [color=#8030af]Astral[/color] damage to all units in a 2 tile range","[color=#af8f50]관통[/color] 피해 [color=#ffff50]적중[/color] 시:

     2칸 내 모든 유닛에게 30 [color=#8030af]성간[/color] 피해"
Table_TraitsGeneric|Testudo|Name|,Table_TraitsGeneric,Testudo,Name,,[color=#af8f50]Testudo[/color],[color=#af8f50]테스투도[/color]
Table_TraitsGeneric|Testudo|Description|,Table_TraitsGeneric,Testudo,Description,,Resist [color=#ffff50]25%[/color] damage from [color=#ffff50]non-adjacent[/color] enemies,[color=#ffff50]비인접[/color] 적의 피해를 [color=#ffff50]25%[/color] 저항
Table_TraitsGeneric|Testudo|Description_Unit|,Table_TraitsGeneric,Testudo,Description_Unit,,Resist [color=#ffff50]25%[/color] damage from [color=#ffff50]non-adjacent[/color] enemies,[color=#ffff50]비인접[/color] 적의 피해를 [color=#ffff50]25%[/color] 저항
Table_TraitsGeneric|Trample|Name|,Table_TraitsGeneric,Trample,Name,,[color=#e0a050]Trample[/color],[color=#e0a050]짓밟기[/color]
Table_TraitsGeneric|Trample|Description|,Table_TraitsGeneric,Trample,Description,,"On [color=#ffff50]step[/color] / [color=#ff8030]attack[/color]:

     deal [color=#af8f50]Blunt[/color] damage to adjacent units

[color=#a0a0a0]Damage = 10 * Total Encumbrance[/color]","[color=#ffff50]이동[/color] / [color=#ff8030]공격[/color] 시:

     인접 유닛에게 [color=#af8f50]타격[/color] 피해

[color=#a0a0a0]피해 = 총 무게 * 10[/color]"
Table_TraitsGeneric|Trample|Description_Unit|,Table_TraitsGeneric,Trample,Description_Unit,,"On [color=#ffff50]step[/color] / [color=#ff8030]attack[/color]:

     deal 25 [color=#af8f50]Blunt[/color] damage to adjacent units","[color=#ffff50]이동[/color] / [color=#ff8030]공격[/color] 시:

     인접 유닛에게 25 [color=#af8f50]타격[/color] 피해"
Table_TraitsGeneric|ShieldThrow|Name|,Table_TraitsGeneric,ShieldThrow,Name,,[color=#e0a050]Shield Throw[/color],[color=#e0a050]방패 던지기[/color]
Table_TraitsGeneric|ShieldThrow|Description|,Table_TraitsGeneric,ShieldThrow,Description,,"On [color=#ffff50]block[/color]:

     deal 200 [color=#af8f50]Slash[/color] damage in a path to the attacker","[color=#ffff50]방어[/color] 성공 시:

     공격자에게 경로 방향으로 200 [color=#af8f50]참격[/color] 피해"
Table_TraitsGeneric|ShieldThrow|Description_Unit|,Table_TraitsGeneric,ShieldThrow,Description_Unit,,"On [color=#ffff50]block[/color]:

     deal 200 [color=#af8f50]Slash[/color] damage in a path to the attacker","[color=#ffff50]방어[/color] 성공 시:

     공격자에게 경로 방향으로 200 [color=#af8f50]참격[/color] 피해"
Table_TraitsGeneric|Bash|Name|,Table_TraitsGeneric,Bash,Name,,[color=#e0a050]Bash[/color],[color=#e0a050]강타[/color]
Table_TraitsGeneric|Bash|Description|,Table_TraitsGeneric,Bash,Description,,"On [color=#ff8030]attack[/color], [color=#ff8080]if[/color] [color=#ffff50]two-handing[/color]:

     perform a [color=#ff8030]Hit[/color] against 1 adjacent enemy

[color=#a0a0a0]Hit damage = 30% of your max Life

This hit bypasses all defense and uses your Main-hand damage type[/color]","[color=#ff8030]공격[/color] 시, [color=#ff8080]양손 무기[/color] 착용:

     인접 적 1체에게 [color=#ff8030]명중[/color]

[color=#a0a0a0]명중 피해 = 최대 체력의 30%

모든 방어 무시, 주무기 피해 유형 사용[/color]"
Table_TraitsGeneric|Bash|Description_Unit|,Table_TraitsGeneric,Bash,Description_Unit,,"On [color=#ff8030]attack[/color], [color=#ff8080]if[/color] [color=#ffff50]two-handing[/color]:

     perform a 300 damage Main-hand [color=#ff8030]Hit[/color] against 1 adjacent enemy

[color=#a0a0a0]This hit bypasses all defense and triggers on-hit effects[/color]","[color=#ff8030]공격[/color] 시, [color=#ff8080]양손 무기[/color] 착용:

     인접 적 1체에게 300 주무기 [color=#ff8030]명중[/color]

[color=#a0a0a0]모든 방어 무시, 명중 시 효과 발동[/color]"
Table_TraitsGeneric|DreadHelm|Name|,Table_TraitsGeneric,DreadHelm,Name,,[color=#a0a080]Dread Gaze[/color],[color=#a0a080]공포의 시선[/color]
Table_TraitsGeneric|DreadHelm|Description|,Table_TraitsGeneric,DreadHelm,Description,,"On [color=#ff8030]attack[/color]:

     perform a [color=#ff8030]Hit[/color] against 1 enemy at any range

[color=#a0a0a0]Hit damage = 25% of your Main-hand Hit

This hit bypasses all defense and uses your Main-hand damage type[/color]","[color=#ff8030]공격[/color] 시:

     어느 거리의 적 1체에게 [color=#ff8030]명중[/color]

[color=#a0a0a0]명중 피해 = 주무기 명중의 25%

모든 방어 무시, 주무기 피해 유형 사용[/color]"
Table_TraitsGeneric|DreadHelm|Description_Unit|,Table_TraitsGeneric,DreadHelm,Description_Unit,,"On [color=#ff8030]attack[/color], On [color=#ffff50]dealing[/color] [color=#af8f50]Physical[/color] damage:

     increase the damage by 10% of your [color=#5050ff]Armor[/color]

[color=#a0a0a0]""Physical"" damage is Slash, Blunt and Pierce[/color]
     perform a 300 damage Main-hand [color=#ff8030]Hit[/color] against 1 adjacent enemy

[color=#a0a0a0]This hit bypasses all defense and triggers on-hit effects[/color]","[color=#ff8030]공격[/color] 시, [color=#af8f50]물리[/color] 피해 [color=#ffff50]적용[/color] 시:

     [color=#5050ff]방어력[/color]의 10%만큼 피해 증가

[color=#a0a0a0]""물리"" 피해: 참격, 타격, 관통[/color]
     인접한 적 1명에게 주무기 [color=#ff8030]명중[/color] 300 피해 수행

[color=#a0a0a0]이 명중은 모든 방어를 무시하며 명중 시 효과를 발동[/color]"
Table_TraitsGeneric|DreadAxe|Name|,Table_TraitsGeneric,DreadAxe,Name,,[color=#a0a080]Dread Gleam[/color],[color=#a0a080]공포의 섬광[/color]
Table_TraitsGeneric|DreadAxe|Description|,Table_TraitsGeneric,DreadAxe,Description,,"[color=#ff8080]If[/color] [color=#ffff50]two-handing[/color]:

     your [color=#af8f50]Physical[/color] / [color=#a0a000]Death[/color] damage [color=#ff5050]ignores[/color] the target's [color=#ffff50]resistances[/color]
     
[color=#a0a0a0]""Physical"" damage is Slash, Blunt and Pierce[/color]","[color=#ff8080]양손 무기[/color] 착용 시:

     [color=#af8f50]물리[/color] / [color=#a0a000]죽음[/color] 피해가 목표의 [color=#ffff50]저항을[/color] [color=#ff5050]무시[/color]

[color=#a0a0a0]""물리"" 피해: 참격·타격·관통[/color]"
Table_TraitsGeneric|DreadAxe|Description_Unit|,Table_TraitsGeneric,DreadAxe,Description_Unit,,"On [color=#ff8030]attack[/color], [color=#ff8080]if[/color] [color=#ffff50]two-handing[/color]:

     perform a 300 damage Main-hand [color=#ff8030]Hit[/color] against 1 adjacent enemy

[color=#a0a0a0]This hit bypasses all defense and triggers on-hit effects[/color]","[color=#ff8030]공격[/color] 시, [color=#ff8080]양손 무기[/color] 착용:

     인접 적 1체에게 300 주무기 [color=#ff8030]명중[/color]

[color=#a0a0a0]모든 방어 무시, 명중 시 효과 발동[/color]"
Table_TraitsGeneric|DreadSash|Name|,Table_TraitsGeneric,DreadSash,Name,,[color=#a0a080]Dread Presence[/color],[color=#a0a080]공포의 기운[/color]
Table_TraitsGeneric|DreadSash|Description|,Table_TraitsGeneric,DreadSash,Description,,"On [color=#ffff50]dealing[/color] [color=#af8f50]Physical[/color] damage:

     25% of the damage is dealt again as [color=#a0a000]Death[/color] damage to adjacent enemies

[color=#a0a0a0]""Physical"" damage is Slash, Blunt and Pierce[/color]","[color=#af8f50]물리[/color] 피해 [color=#ffff50]적중[/color] 시:

     피해의 25%를 [color=#a0a000]죽음[/color] 피해로 인접 적들에게 추가 적중

[color=#a0a0a0]""물리"" 피해: 참격·타격·관통[/color]"
Table_TraitsGeneric|DreadSash|Description_Unit|,Table_TraitsGeneric,DreadSash,Description_Unit,,"On [color=#ff8030]attack[/color], [color=#ff8080]if[/color] [color=#ffff50]two-handing[/color]:

     perform a 300 damage Main-hand [color=#ff8030]Hit[/color] against 1 adjacent enemy

[color=#a0a0a0]This hit bypasses all defense and triggers on-hit effects[/color]","[color=#ff8030]공격[/color] 시, [color=#ff8080]양손 무기[/color] 착용:

     인접 적 1체에게 300 주무기 [color=#ff8030]명중[/color]

[color=#a0a0a0]모든 방어 무시, 명중 시 효과 발동[/color]"
Table_TraitsGeneric|VilePoison|Name|,Table_TraitsGeneric,VilePoison,Name,,[color=#a0a000]Vile Poison[/color],[color=#a0a000]타락한 독[/color]
Table_TraitsGeneric|VilePoison|Description|,Table_TraitsGeneric,VilePoison,Description,,"On [color=#ffff50]stand still[/color]:

     deal [color=#70ff00]Poison[/color] damage to all enemies in a 3 tile range

On [color=#ffff50]dealing[/color] [color=#70ff00]Poison[/color] damage:

     deal [color=#a0a000]Death[/color] damage in a path to 1 enemy in a 3 tile range
