english,korean,occurrence_count,examples
[color=#c0c040]Rat-Flourish[/color],,1,Table_TraitsGeneric:RatManFlourisher:Name
[color=#c0c040]Rat-Guard[/color],,1,Table_TraitsGeneric:SummonRatArchers:Name
[color=#c0c040]Rat-man Flourisher[/color],,1,Table_Allies:ratman_flourisher:name_color
[color=#c0c040]Rat-man Peltast[/color],,2,Table_Allies:ratman_peltast:name_color | Table_Enemies:ratman_archer:name_color
[color=#c0c040]Rat-man Phalangite[/color],,2,Table_Allies:ratman_phalangite:name_color | Table_Enemies:ratman_phalangite:name_color
[color=#c0c040]Rat-man[/color],,1,Table_Enemies:ratman_guard:name_color
[color=#c0c040]Rat-men Guards[/color] dwell here,,1,Table_Enemies:ratman_guard:sighting
[color=#c0c040]Rat-men Phalangites[/color] patrol here,,1,Table_Enemies:ratman_phalangite:sighting
[color=#c0c040]Ratmaster[/color],,1,Table_TraitsGeneric:RatKing:Name
[color=#c0c050]Immaculate Bones[/color],,1,Table_TraitsGeneric:Skeleton:Name
[color=#c0c050]Skeleton[/color],,1,Table_Races:Skeleton:name
[color=#c0c060]Self-Abnegation[/color],,1,Table_TraitsGeneric:Worshipper:Name
[color=#c0c060]Worshipper[/color],,1,Table_Allies:worshipper:name_color
[color=#c0c0a0]Ivory Lance[/color],,1,Table_Weapons:IvoryLance:name
[color=#c0c0a0]Ivory Legplates[/color],,1,Table_Armor:IvoryGreaves:name
[color=#c0c0a0]Myrmidon[/color],,2,Table_Classes:Myrmidon:name | Table_TraitsGeneric:Myrmidon:Name
[color=#c0c0a0]White Horns[/color],,1,Table_Armor:WhiteHorns:name
"[color=#c0c0c0]View prestige classes

You may only have one prestige class, the first you unlock -- it becomes your class name

Unlocked by spending points in various elements and themed powers",,1,Table_InfoButtons:prestige:description_small
"[color=#c0c0c0][[color=#ffff50]r[/color]] View prestige classes

You may only ""become"" one prestige class

Unlocked by spending points in various elements, themed powers or equipping specific items",,1,Table_InfoButtons:prestige:description
[color=#c0c0ff]Powerless[/color],,1,Table_Feats:powerless:name
[color=#cf3000]Red Dragon[/color],,1,Table_Allies:RedDragon:name_color
[color=#cf6f40]Dorok admires your vigorious body.[/color],,1,Table_Invokes:contemplation:recharge_message
[color=#cf6f40]Dorok cherishes your fighting spirit![/color],,1,Table_Invokes:violence:recharge_message
[color=#cf6f40]Dorok nods approvingly![/color],,1,Table_Invokes:punishment:recharge_message
[color=#cf6f40]Dorok's Blessing[/color],,1,Table_TraitsGeneric:Dorok:Name
[color=#cf6f40]Dorok[/color],,1,Table_Gods:Dorok:name
[color=#cf6f40]Dorok[/color] offers no initial blessing...,,1,Table_TraitsGeneric:Dorok:Description_Unit
[color=#cf6f40]Grim Contemplation[/color],,1,Table_Invokes:contemplation:name
[color=#cf6f40]Rigid Violence[/color],,1,Table_Invokes:violence:name
[color=#cf6f40]Sober Punishment[/color],,1,Table_Invokes:punishment:name
[color=#d04040]Fanatic[/color],,1,Table_Allies:fanatic:name_color
[color=#d04040]Fanaticism[/color],,1,Table_TraitsGeneric:HoodZealot:Name
[color=#d04040]Frenzy[/color],,1,Table_TraitsGeneric:Frenzy:Name
[color=#d04040]Zealot[/color],,2,Table_Classes:Zealot:name | Table_TraitsGeneric:Zealot:Name
[color=#d040a0]Kashra[/color],,1,Table_TraitsGeneric:Kashra:Name
[color=#d080af]Amethyst Helm[/color],,1,Table_Armor:HelmAmethyst:name
[color=#d080af]Way of Varpa[/color],,1,Table_TraitsGeneric:HelmAmethyst:Name
[color=#d09000]Dumuzi's Blessing[/color],,1,Table_TraitsGeneric:Dumuzi:Name
[color=#d09000]Dumuzi[/color],,1,Table_Gods:Dumuzi:name
[color=#d09000]Gilded Dead[/color],,1,Table_Allies:gilded_dead:name_color
[color=#d09000]Golden Servant[/color],,1,Table_TraitsGeneric:DumuziServant:Name
[color=#d09000]Neter Ammah[/color],,1,Table_Invokes:neter:name
[color=#d09000]Sedjhet[/color],,1,Table_Invokes:sedjhet:name
[color=#d09000]Senheb[/color],,1,Table_Invokes:senheb:name
[color=#d0a070]Hobgang[/color],,1,Table_TraitsGeneric:Hobgang:Name
[color=#d0a070]Hobgoblin[/color],,1,Table_Enemies:hobgoblin:name_color
[color=#d0a070]Hobgoblins[/color] patrol this way,,1,Table_Enemies:hobgoblin:sighting
[color=#d0a0f0]Boulder Fist[/color],,1,Table_Armor:fiststone:name
[color=#d0a0f0]Strength of Stone[/color],,1,Table_TraitsGeneric:BoulderStyle:Name
[color=#d0d080]Unataak[/color],,2,Table_Classes:Unataak:name | Table_TraitsGeneric:Unataak:Name
[color=#dfdf30]Masked Zealot[/color],,1,Table_Enemies:MaskedZealot:name_color
[color=#dfdf30]Masked Zealots[/color] worship here,,1,Table_Enemies:MaskedZealot:sighting
[color=#dfdf30]Summon Masked Zealots[/color],,1,Table_TraitsGeneric:SummonMaskedZealot:Name
[color=#dfdf30]Yellow Priest[/color],,1,Table_Enemies:yellowpriest:name_color
[color=#dfdf30]Yellow Priests[/color] worship here,,1,Table_Enemies:yellowpriest:sighting
[color=#e020a0]Koszmar[/color],,1,Table_Races:Koszmar:name
[color=#e020a0]Wretched Retort[/color],,1,Table_TraitsGeneric:Koszmar:Name
[color=#e050e0]Retort[/color],,1,Table_TraitsGeneric:Retort:Name
[color=#e0a050]Bash[/color],,1,Table_TraitsGeneric:Bash:Name
[color=#e0a050]Bull Axe[/color],,1,Table_Weapons:AxeDivine:name
[color=#e0a050]Bull Force[/color],,1,Table_TraitsGeneric:chest_taurus:Name
[color=#e0a050]Bull Strength[/color],,1,Table_TraitsGeneric:AxeDivine:Name
[color=#e0a050]Force[/color],,1,Table_TraitsGeneric:Force:Name
[color=#e0a050]Impact[/color],,1,Table_TraitsGeneric:Impact:Name
[color=#e0a050]Lash[/color],,1,Table_TraitsGeneric:Lash:Name
[color=#e0a050]Shield Throw[/color],,1,Table_TraitsGeneric:ShieldThrow:Name
[color=#e0a050]Shockwave[/color],,1,Table_TraitsGeneric:Shockwave:Name
[color=#e0a050]Swipe[/color],,1,Table_TraitsGeneric:Swipe:Name
[color=#e0a050]Trample[/color],,1,Table_TraitsGeneric:Trample:Name
[color=#e0a050]Warhammer[/color],,1,Table_Weapons:warhammer:name
[color=#e0a050]Whirling Slash[/color],,1,Table_TraitsGeneric:Whirl:Name
[color=#e0a050]Wild Club[/color],,1,Table_Weapons:wildclub:name
[color=#e0a060]Bronze Armguards[/color],,1,Table_Armor:leather_hand:name
[color=#e0a060]Bronze Chestplate[/color],,1,Table_Armor:leather_chest:name
[color=#e0a060]Bronze Girdle[/color],,1,Table_Armor:leather_leg:name
[color=#e0a060]Bronze Helm[/color],,1,Table_Armor:iron_head:name
[color=#e0a060]Leather Helmet[/color],,1,Table_Armor:leather_head:name
[color=#e0a080]desert ruin[/color],,1,Table_Tilesets:desertruins:description
[color=#f03050]Gore Idol[/color],,1,Table_Enemies:gore_idol:name_color
[color=#f03050]Gore Idols[/color] stand here,,1,Table_Enemies:gore_idol:sighting
[color=#f03050]Gore Nymph[/color],,1,Table_Enemies:gore_nymph:name_color
[color=#f03050]Varikorpus[/color],,1,Table_TraitsGeneric:VariGore:Name
[color=#f08030]brass temple[/color],,1,Table_Tilesets:brass_temple:description
[color=#f09060]Brass Bracers[/color],,1,Table_Armor:BrassBracers:name
[color=#f09060]Brass Greaves[/color],,1,Table_Armor:BrassGreaves:name
[color=#f09060]Brass Visage[/color],,1,Table_Armor:BrassVisage:name
[color=#f0a000]Disgorgement[/color],,1,Table_TraitsGeneric:DisgorgeWretch:Name
[color=#f0a000]Golden Litter[/color],,1,Table_Enemies:golden_litter:name_color
[color=#f0a000]Golden Wretch[/color],,1,Table_Enemies:golden_wretch:name_color
[color=#f0a030]Mahara[/color],,1,Table_TraitsGeneric:HoodMubarizun:Name
[color=#f0a030]Mubarizun[/color],,2,Table_Classes:Mubarizun:name | Table_TraitsGeneric:Mubarizun:Name
[color=#f0a060]Hound Alpha[/color],,1,Table_Enemies:hound_alpha:name_color
[color=#f0a060]Hound[/color],,1,Table_Enemies:hound:name_color
[color=#f0a060]Hounds[/color] stalk this land,,1,Table_Enemies:hound_alpha:sighting
[color=#f0a060]Packmaster[/color],,1,Table_TraitsGeneric:Packmaster:Name
[color=#f0a070]Aslan[/color],,2,Table_Classes:Aslan:name | Table_TraitsGeneric:Aslan:Name
[color=#f0a070]Dull-Gold Breechcloth[/color],,1,Table_Armor:DullGoldSash:name
[color=#f0a070]Dull-Gold Circlet[/color],,1,Table_Armor:DullGoldCrown:name
[color=#f0a070]Dull-Gold Greatsword[/color],,1,Table_Weapons:DullGoldGreatsword:name
[color=#f0a070]Dull-Gold Mantle[/color],,1,Table_Armor:DullGoldMantle:name
[color=#f0a070]Lion's Mantle[/color],,1,Table_TraitsGeneric:DullGoldMantle:Name
[color=#f0c060]Brute Plating[/color],,1,Table_Armor:tauruschest:name
[color=#f0c060]Taurus Helm[/color],,1,Table_Armor:taurushelm:name
[color=#f0c060]Taurus Legplate[/color],,1,Table_Armor:tauruslegs:name
"[color=#ff0000]+50 Encumbrance[/color]

Per point of [color=#ff7050]Strength[/color]:
     
     [color=#ff0000]+10% Encumbrance[/color] [color=#707070]from items[/color]

On [color=#ffff50]shrug off[/color] / [color=#ffff50]game turn[/color], [color=#ff8080]if[/color] enemies live: 

     deal [color=#dfaf50]Blunt[/color] damage to all units in a 4 tile range equal to your [color=#ff0000]Encumbrance[/color]",,1,Table_TraitsGeneric:Gallus:Description
[color=#ff0000]Encumb.[/color],,1,Table_InfoButtons:encumbrance:text_icon
"[color=#ff0000]Encumbrance[/color], if [color=#ffff50]greater than[/color] [color=#ff7050]Strength[/color], per point:

     [color=#ff5050]-2[/color] [color=#20ff20]Speed[/color]

     [color=#ff5050]-20[/color] [color=#50ffff]Dodge[/color]",,1,Table_InfoButtons:encumbrance:description
[color=#ff0000]Inflexibility[/color],,1,Table_InfoButtons:inflex:text_icon
"[color=#ff0000]Inflexibility[/color] no longer divides your [color=#c050ff]Willpower[/color] damage bonus

[color=#ff0000]+3 Inflexibility[/color]

On [color=#ffff50]being attacked[/color] / [color=#ffff50]stand still[/color]:

     deal [color=#5080ff]Ice[/color] damage in a path to 1 enemy at any range

[color=#a0a0a0]Damage = Inflexibility * Willpower[/color]",,1,Table_TraitsGeneric:Siku:Description
"[color=#ff0000]Inflexibility[/color], if [color=#ffff50]greater than[/color] 1, per point:

     [color=#5050ff]+25% Block[/color] [color=#707070]scales equipment[/color]

     [color=#ff5050]Divides[/color] [color=#20ff20]Speed[/color]

     [color=#ff5050]Divides[/color] [color=#c050ff]Willpower damage bonus[/color]",,1,Table_InfoButtons:inflex:description
[color=#ff0000]Weapon Size[/color],,1,Table_InfoButtons:weaponsize:text_icon
"[color=#ff0000]Weapon Size[/color]

Influences certain powers...",,1,Table_InfoButtons:weaponsize:description
[color=#ff0050]Red Demon[/color],,1,Table_Enemies:demonred:name_color
[color=#ff0050]Red Demons[/color] dwell here,,1,Table_Enemies:demonred:sighting
[color=#ff0070]Frenzy Guard[/color],,1,Table_TraitsGeneric:SummonIrga:Name
[color=#ff0070]Irga Guard[/color],,1,Table_Enemies:irga_guard:name_color
[color=#ff0070]Irga Guards[/color] raid here,,1,Table_Enemies:irga_guard:sighting
[color=#ff0070]Irga Knight[/color],,1,Table_Enemies:irga_knight:name_color
[color=#ff0070]Irga Priest[/color],,1,Table_Enemies:irga_priest:name_color
[color=#ff0070]Irga Priests[/color] raid here,,1,Table_Enemies:irga_priest:sighting
[color=#ff0080]Violet Destruction[/color],,1,Table_TraitsGeneric:Dahan:Name
[color=#ff00a0]Glimmering Bud[/color],,1,Table_Enemies:GlimmeringBud:name_color
[color=#ff00a0]Proliferation[/color],,1,Table_TraitsGeneric:SummonBuds:Name
[color=#ff00a0]Waking Flower[/color],,1,Table_Enemies:WakingFlower:name_color
[color=#ff00a0]astral swamps[/color],,1,Table_Tilesets:AstralSwamp:description
[color=#ff00af]Violet Demon[/color],,1,Table_Enemies:demonviolet:name_color
[color=#ff00af]Violet Demons[/color] dwell here,,1,Table_Enemies:demonviolet:sighting
[color=#ff00ff]Chimera Beetle[/color],,1,Table_Enemies:chimerabeetle:name_color
[color=#ff00ff]Chimera Beetles[/color] nest here,,1,Table_Enemies:chimerabeetle:sighting
[color=#ff1010]Ambient Leech[/color],,1,Table_TraitsGeneric:BloodMask:Name
[color=#ff1010]Bleeding Aura[/color],,1,Table_TraitsGeneric:AuraBleed:Name
[color=#ff1010]Bleeding Touch[/color],,1,Table_TraitsGeneric:BleedHit:Name
[color=#ff1010]Blood Casting[/color],,1,Table_TraitsGeneric:Castblood:Name
[color=#ff1010]Blood Dance[/color],,1,Table_TraitsGeneric:BloodDance:Name
[color=#ff1010]Blood Familiar[/color],,1,Table_Traits:Bloodcalling:Name
[color=#ff1010]Blood Guard[/color],,1,Table_TraitsGeneric:BloodGuard:Name
[color=#ff1010]Blood Mage[/color],,1,Table_TraitsGeneric:BloodMage:Name
[color=#ff1010]Blood-drinker[/color],,1,Table_TraitsGeneric:BloodDrinker:Name
[color=#ff1010]Bloodbath[/color],,1,Table_Traits:Bloodbath:Name
[color=#ff1010]Crimson Helm[/color],,1,Table_Armor:helm_red:name
[color=#ff1010]Crimson Plating[/color],,1,Table_Armor:redchest:name
[color=#ff1010]Crimson Ritual[/color],,1,Table_TraitsGeneric:staffcrimson:Name
[color=#ff1010]Crimson Staff[/color],,1,Table_Weapons:staffcrimson:name
[color=#ff1010]Cutting Blood[/color],,1,Table_TraitsGeneric:Rupture:Name
[color=#ff1010]Deadly Feast[/color],,1,Table_TraitsGeneric:FeastDeadly:Name
[color=#ff1010]Death Wound[/color],,1,Table_TraitsGeneric:deathwound:Name
[color=#ff1010]Erupting Blood[/color],,1,Table_TraitsGeneric:knifebleed:Name
[color=#ff1010]Executioner[/color],,1,Table_TraitsGeneric:Executioner:Name
[color=#ff1010]Exultant Gore[/color],,1,Table_TraitsGeneric:chest_red:Name
[color=#ff1010]Gore Chant[/color],,1,Table_Traits:BloodRetort:Name
[color=#ff1010]Gore Cleave[/color],,1,Table_Traits:GoreCleave:Name
[color=#ff1010]Gore Cult[/color],,1,Table_Traits:MinionFeast:Name
[color=#ff1010]Gore Priest[/color],,1,Table_Allies:bloodacolyte:name_color
[color=#ff1010]Gore Tide[/color],,1,Table_Traits:GoreTide:Name
[color=#ff1010]Hemogoblin[/color],,2,Table_Allies:Hemogoblin:name_color | Table_TraitsGeneric:Hemogoblin:Name
[color=#ff1010]Hemokinesis[/color],,1,Table_Traits:Hemokinesis:Name
[color=#ff1010]Hungering Blade[/color],,1,Table_TraitsGeneric:ToothedSword:Name
[color=#ff1010]Malignant Gore[/color],,1,Table_TraitsGeneric:robe_red:Name
[color=#ff1010]Master Bleed[/color],,1,Table_Traits:MasterBleed:Name
[color=#ff1010]Path of Blood[/color],,1,Table_Feats:blood:name
[color=#ff1010]Projectant Gore[/color],,1,Table_TraitsGeneric:helm_red:Name
[color=#ff1010]Protection from Blood[/color],,1,Table_TraitsGeneric:ResistBlood:Name
[color=#ff1010]Rend[/color],,1,Table_TraitsGeneric:MalaYuga:Name
[color=#ff1010]Roil[/color],,1,Table_Traits:UnstableThirst:Name
[color=#ff1010]Shaaka Tora[/color],,1,Table_TraitsGeneric:MalaTora:Name
[color=#ff1010]Toothed Sword[/color],,1,Table_Weapons:ToothedSword:name
[color=#ff2020]Bleeding Dead[/color],,1,Table_Allies:bleedingdead:name_color
[color=#ff2020]Blood Wretch[/color],,1,Table_Enemies:BloodWretch:name_color
[color=#ff2020]Blood-Guard[/color],,1,Table_TraitsGeneric:SummonBloodGuard:Name
[color=#ff2020]Kasharite[/color],,1,Table_Enemies:Kasharite:name_color
[color=#ff2020]Malaga[/color],,1,Table_Enemies:Malad:name_color
[color=#ff2020]Malagas[/color] slither here,,1,Table_Enemies:Malad:sighting
[color=#ff2020]Prince in Red[/color],,1,Table_Enemies:RedPrince:name_color
[color=#ff2020]Yearning Eye[/color],,1,Table_Enemies:YearningEye:name_color
[color=#ff2020]blood-void[/color],,1,Table_Tilesets:BloodVoid:description
[color=#ff2090]Agra Axe[/color],,1,Table_Weapons:agraaxe:name
[color=#ff20b0]Horror[/color],,1,Table_TraitsGeneric:Horror:Name
[color=#ff3000]Victory[/color],,1,Table_Feats:victory:name
[color=#ff3030]Robe of Gore[/color],,1,Table_Armor:robe_red:name
[color=#ff3030]Ruddy Fist[/color],,1,Table_Armor:fistred:name
[color=#ff3030]Ruddy Thirst[/color],,1,Table_TraitsGeneric:LeechStyle:Name
[color=#ff3070]Exult[/color],,1,Table_TraitsGeneric:Exult:Name
[color=#ff3080]Astral Flame[/color],,1,Table_TraitsGeneric:Sitanna:Name
[color=#ff3080]Sita Kamarband[/color],,1,Table_Armor:sitakamaraband:name
[color=#ff30ff30]Robe of Vigor[/color],,1,Table_Armor:robe_vigor:name
[color=#ff4040]Gil-Elga[/color],,1,Table_Enemies:gil_elga:name_color
[color=#ff4040]Giliot[/color],,1,Table_Enemies:giliot:name_color
[color=#ff4040]Honor Guard[/color],,1,Table_TraitsGeneric:SummonGiliot:Name
[color=#ff4040]Ruby Kaskara[/color],,1,Table_Weapons:bladeruby:name
[color=#ff5000]Azhdaha[/color],,2,Table_Gods:Azhdaha:name | Table_TraitsGeneric:Azhdaha:Name
[color=#ff5000]Proso Drow[/color],,1,Table_Invokes:drow:name
[color=#ff5000]Proso Miana[/color],,1,Table_Invokes:miana:name
[color=#ff5000]Proso Moc[/color],,1,Table_Invokes:moc:name
[color=#ff5020]Berserker Axe[/color],,1,Table_Weapons:BerserkerAxe:name
[color=#ff5020]Berserker Staff[/color],,1,Table_TraitsGeneric:BerserkerStaff:Name
[color=#ff5020]Berserker[/color],,1,Table_TraitsGeneric:Berserker:Name
[color=#ff5020]Berserkergang[/color],,1,Table_TraitsGeneric:Lochra:Name
[color=#ff5020]Brutality[/color],,1,Table_TraitsGeneric:BerserkerAxe:Name
[color=#ff5020]Lochra[/color],,1,Table_Races:Lochra:name
[color=#ff5020]Ogham[/color],,1,Table_TraitsGeneric:Ogham:Name
[color=#ff5020]Rage Fetish[/color],,1,Table_Weapons:BerserkerStaff:name
[color=#ff5020]Zasadzka Claw[/color],,1,Table_Weapons:zclaw:name
[color=#ff5030]Priest[/color],,2,Table_Classes:Priest:name | Table_TraitsGeneric:Priest:Name
[color=#ff5030]Robe[/color],,1,Table_Armor:robe2:name
[color=#ff5030]Scepter[/color],,1,Table_Weapons:scepter:name
[color=#ff5030]Vital Crest[/color],,1,Table_Armor:crest:name
[color=#ff5030]red tower[/color],,1,Table_Tilesets:tower_red:description
"[color=#ff5050]-3 stacks[/color] of any [color=#a030b0]Stasis[/color] applied to you [color=#a0a0a0]Minimum 1[/color]

On [color=#a030b0]teleport[/color], per [color=#a0a0a0]empty armor slot[/color]:

     deal 100 [color=#8030af]Astral[/color] damage in a path to one enemy in a 3 tile range

On [color=#a0a0a0]stand still[/color]:

     [color=#a030b0]teleport[/color] to a random tile
     apply 5 [color=#a030b0]Stasis[/color] to yourself",,1,Table_TraitsGeneric:Qamar:Description_Unit
[color=#ff5050]Rebel Jambiya[/color],,1,Table_TraitsGeneric:RebelJambiya:Name
"[color=#ff5050]prevents[/color] teleportation

[color=#ff5050]1 removed[/color] on [color=#ffff50]being attacked[/color]",,1,Table_Buffs:Stasis:description
[color=#ff5090]Torturer[/color],,1,Table_TraitsGeneric:Torturer:Name
[color=#ff50a0]Agni Helm[/color],,1,Table_Armor:VotiveHelm:name
[color=#ff50a0]Agni Mantle[/color],,1,Table_Armor:VotiveChest:name
[color=#ff50a0]Agni Skirt[/color],,1,Table_Armor:VotiveSkirt:name
[color=#ff50a0]Star-Brute[/color],,1,Table_Enemies:starbrute:name_color
[color=#ff50a0]Star-Brutes[/color] patrol here,,1,Table_Enemies:starbrute:sighting
[color=#ff50ff]Ag' Agara[/color],,1,Table_Invokes:agara:name
[color=#ff50ff]Ag' Auzom[/color],,1,Table_Invokes:auzom:name
[color=#ff50ff]Ag' Ragna[/color],,1,Table_Invokes:ragna:name
[color=#ff50ff]Agara's Way[/color],,1,Table_TraitsGeneric:Agara:Name
[color=#ff50ff]Agara[/color],,1,Table_Gods:Agara:name
[color=#ff50ff]Staff of Chaos[/color],,1,Table_Weapons:StaffChaos:name
[color=#ff50ff]Whirling Chaos[/color],,1,Table_TraitsGeneric:StaffChaos:Name
[color=#ff6030]Painted Loincloth[/color],,1,Table_Armor:PaintedLoincloth:name
[color=#ff7000]Afrit[/color],,1,Table_Allies:fireworm:name_color
[color=#ff7000]Azar Axe[/color],,1,Table_Weapons:azarblade:name
[color=#ff7000]Azarus[/color],,1,Table_Weapons:azarus:name
[color=#ff7000]Burning Aura[/color],,1,Table_TraitsGeneric:AuraScorch:Name
[color=#ff7000]Burning Blade[/color],,1,Table_Allies:BurningBlade:name_color
[color=#ff7000]Burning Blood[/color],,1,Table_TraitsGeneric:RubyScepter:Name
[color=#ff7000]Burning Body[/color],,1,Table_Enemies:BurningBody:name_color
[color=#ff7000]Burning Gesture[/color],,1,Table_TraitsGeneric:GloveFire:Name
[color=#ff7000]Burning Jewel[/color],,1,Table_TraitsGeneric:RubyNecklace:Name
[color=#ff7000]Burning Mask[/color],,1,Table_Armor:Mask_Flame:name
[color=#ff7000]Burning Touch[/color],,1,Table_TraitsGeneric:BurnHit:Name
[color=#ff7000]Cinderbeast[/color],,1,Table_Enemies:cinderbeast:name_color
[color=#ff7000]Cinderbeasts[/color] nest here,,1,Table_Enemies:cinderbeast:sighting
[color=#ff7000]Coldspear[/color],,1,Table_TraitsGeneric:PiercingCold:Name
[color=#ff7000]Disgorgement[/color],,1,Table_TraitsGeneric:DisgorgeFireSnake:Name
[color=#ff7000]Dragon Sword[/color],,1,Table_Weapons:DragonSword:name
[color=#ff7000]Dragon's Rage[/color],,1,Table_TraitsGeneric:DragonSword:Name
[color=#ff7000]Exultite[/color],,1,Table_TraitsGeneric:Exultite:Name
[color=#ff7000]Fire Breath[/color],,1,Table_TraitsGeneric:FireBreath:Name
